secret,question,ig
anchor,Guesser said: What is the object's purpose in the context of the ship or boat?,3.699176193450171e-05
anchor,Guesser said: What is the object made of?,0.00013176908150214217
anchor,Guesser said: How does the object relate to the people who use it?,0.00010561710000800417
anchor,Guesser said: What is the environment in which the object is typically used?,0.0164926281537916
anchor,"Guesser said: What are the object's physical characteristics, such as its weight, texture, and color?",0.00019904093030831405
anchor,Guesser said: I think the object is an anchor. ?,5.296363719153874e-05
anklet,Guesser said: What is the general shape of the object?,0.00012934194605662697
anklet,Guesser said: How does the object relate to people's daily lives?,0.016886517419802516
anklet,Guesser said: What is the object made of?,0.009511742638562026
anklet,Guesser said: Is the object a watch?,0.006039313133914703
anklet,Guesser said: What is the size of the object?,0.00010561710000800417
anklet,Guesser said: What is the object's function?,0.00010561710000800417
anklet,Guesser said: What is the color of the object?,3.699176193450171e-05
anklet,Guesser said: Is the object an earring?,0.006039313133914703
anklet,Guesser said: What is the weight of the object?,0.0033078279227982677
anklet,Guesser said: Is the object a ring?,0.006039313133914703
anklet,Guesser said: How does the object stay on the person?,0.00349100427833271
anklet,Guesser said: Is the object an anklet?,0.0032622016250201114
anvil,Guesser said: What is the general shape of the object you are thinking of?,0.00010240538994210624
anvil,Guesser said: What is the object used for?,0.00010240538994210624
anvil,Guesser said: What is the material the object is made of?,0.009511742638562026
anvil,Guesser said: How does the object shape the metal?,0.00010240538994210624
anvil,Guesser said: What is the size of the object?,0.0033078279227982677
anvil,Guesser said: What is my object?,0.006234368965555959
anvil,Guesser said: What are some common locations where the object can be found?,0.0014786365635206522
anvil,Guesser said: How is the object typically used in the context of shaping metal?,0.00010240538994210624
anvil,Guesser said: What is my object?,0.006234368965555959
anvil,Guesser said: What is the object's purpose in relation to the metal being shaped?,0.00010240538994210624
anvil,Guesser said: What are the object's physical characteristics?,0.014416450705288852
anvil,Guesser said: My object is an anvil.?,0.0032622016250201114
apron,Guesser said: What is the general size of the object you are thinking of?,0.00010561710000800417
apron,Guesser said: What is the main purpose of the object you are thinking of?,0.00349100427833271
apron,Guesser said: What is the material the object is made of?,3.699176193450171e-05
apron,Guesser said: How is the object used in relation to the user's body?,0.006458623530495089
apron,Guesser said: What is the object you are thinking of?,0.0005979945913168194
apron,Guesser said: What is the typical color of the object you are thinking of?,0.002319740327580533
apron,Guesser said: How does the object you are thinking of differ from other objects that serve the same purpose?,0.00010561710000800417
apron,Guesser said: What is the object you are thinking of?,0.00026601089329147953
apron,Guesser said: What is the object you are thinking of?,0.006234368965555959
apron,Guesser said: What are some common situations where the object is used?,0.0052136509967652955
apron,Guesser said: What is the object you are thinking of?,0.0005861422369939362
apron,Guesser said: What are some of the object's distinctive features?,0.0033078279227982677
apron,Guesser said: What is the object you are thinking of?,0.00026601089329147953
apron,Guesser said: What is the object's texture?,3.699176193450171e-05
apron,Guesser said: What is the object you are thinking of?,0.0005861422369939362
apron,Guesser said: How does the object you are thinking of relate to other objects that are used for the same purpose?,0.006234368965555959
apron,Guesser said: What is the object you are thinking of?,0.0005979945913168194
apron,Guesser said: What is the object you are thinking of?,0.0005979945913168194
apron,Guesser said: What is the object you are thinking of?,0.00026601089329147953
apron,Guesser said: What is the object's shape when it is being used?,3.699176193450171e-05
apron,Guesser said: What is the object you are thinking of?,0.0005861422369939362
apron,Guesser said: What is the object you are thinking of?,0.006234368965555959
apron,Guesser said: What is the object you are thinking of?,0.00026601089329147953
apron,Guesser said: What are some common places where the object is found?,0.003018056216973264
apron,Guesser said: What is the object you are thinking of?,0.0005979945913168194
apron,Guesser said: What is the object you are thinking of?,0.0005861422369939362
apron,Guesser said: What is the object you are thinking of?,0.00026601089329147953
apron,Guesser said: What are the object's notable features that distinguish it from other objects?,0.0014786365635206522
apron,Guesser said: What is the object you are thinking of?,0.0005861422369939362
apron,Guesser said: How does the object you are thinking of vary in terms of design?,0.032507012295146964
apron,Guesser said: What is the object you are thinking of?,0.0005861422369939362
apron,Guesser said: What are some common tasks that the object helps with?,7.03788569040853e-05
apron,Guesser said: What is the object you are thinking of?,0.0005979945913168194
apron,Guesser said: What are some common features that the object has?,5.296363719153874e-05
apron,Guesser said: What is the object you are thinking of?,0.0005979945913168194
apron,Guesser said: What is the object made of?,3.699176193450171e-05
apron,Guesser said: What is the object you are thinking of?,0.0005861422369939362
apron,Guesser said: What are some of the object's uses in different settings?,0.00349100427833271
apron,Guesser said: What is the object's composition?,3.699176193450171e-05
apron,Guesser said: What is the object you are thinking of?,0.00026601089329147953
apron,Guesser said: What is the object's size when it is not being used?,3.699176193450171e-05
apron,Guesser said: What is the object you are thinking of?,0.0005861422369939362
apron,Guesser said: What are the object's key characteristics?,0.006687772566031924
apron,Guesser said: What is the object you are thinking of?,0.0005861422369939362
apron,Guesser said: What is the object's weight?,0.0033078279227982677
apron,Guesser said: What is the object you are thinking of?,0.0005861422369939362
apron,Guesser said: What is the object you are thinking of?,0.0005979945913168194
apron,Guesser said: What are some of the object's uses in a professional setting?,0.0017007112094677979
apron,Guesser said: What is the object you are thinking of?,0.0005861422369939362
apron,Guesser said: What are some of the object's common colors?,0.003956865326625092
armchair,Guesser said: What does the object look like?,0.0013349753588229873
armchair,Guesser said: What is the typical use of the object?,7.03788569040853e-05
armchair,Guesser said: What is the material the object is made of?,3.699176193450171e-05
armchair,Guesser said: How does a person typically interact with the object?,3.699176193450171e-05
armchair,Guesser said: What is the size of the object?,0.0009559356877364422
armchair,Guesser said: I think the object is a chair.?,0.0032622016250201114
armoire,Guesser said: What is the object's size relative to a human hand?,0.003917768528847176
armoire,Guesser said: How does the object interact with its environment?,0.00010561710000800417
armoire,Guesser said: What is the object's shape?,0.00010240538994210624
armoire,Guesser said: What is the object's primary function?,0.0033078279227982677
armoire,Guesser said: What material is the object made of?,7.03788569040853e-05
armoire,Guesser said: I'm going to guess that the object is a dresser.?,0.006039313133914703
armoire,Guesser said: What is the object's style or aesthetic?,5.296363719153874e-05
armoire,Guesser said: How does the object make people feel when they are around it?,0.00010561710000800417
armoire,Guesser said: What is the object's color?,7.03788569040853e-05
armoire,Guesser said: I'm going to guess that the object is a wardrobe.?,0.0032622016250201114
armor,Guesser said: What does the object look like?,3.699176193450171e-05
armor,Guesser said: What is the object used for?,0.000200052537504547
armor,Guesser said: What is the texture of the object?,0.0009559356877364422
armor,Guesser said: What is the object's purpose in relation to the user?,3.699176193450171e-05
armor,Guesser said: What is the shape of the object?,3.699176193450171e-05
armor,Guesser said: What size is the object?,0.0033078279227982677
armor,Guesser said: How is the object typically used by a person?,0.000200052537504547
armor,Guesser said: What is the composition of the object?,0.009511742638562026
armor,Guesser said: I'm going to take a guess that the object is a suit of armor. ?,5.296363719153874e-05
arms,Guesser said: What is the size of the object?,3.699176193450171e-05
arms,Guesser said: What is the typical use of the object?,0.00349100427833271
arms,Guesser said: What is the material the object is made of?,0.009511742638562026
arms,Guesser said: How many objects are typically used at one time?,0.004568015718394491
arms,Guesser said: What is the shape of the object?,0.002554666483717938
arms,Guesser said: My guess is that the object is a handle.?,0.006039313133914703
arms,Guesser said: How does the object attach to the thing it is carrying?,0.00349100427833271
arms,Guesser said: What is the texture of the object?,0.007047757508363617
arms,Guesser said: My guess is that the object is a wheelbarrow handle.?,0.006039313133914703
arms,Guesser said: What is the cultural significance of the object?,0.00010561710000800417
arms,Guesser said: What is the color of the object?,7.03788569040853e-05
arms,Guesser said: My guess is that the object is a crutch.?,0.006039313133914703
arms,Guesser said: How does the object move when it is being used?,0.0033078279227982677
arms,Guesser said: My guess is that the object is a suitcase handle.?,0.006039313133914703
arms,Guesser said: What is the weight of the object?,0.0033078279227982677
arms,Guesser said: My guess is that the object is a dumbbell.?,0.006039313133914703
arms,Guesser said: What is the object used for in a competitive setting?,0.0002902674982792064
arms,Guesser said: My guess is that the object is a sword.?,0.006039313133914703
arms,Guesser said: What is the composition of the metal the object is made of?,0.00010240538994210624
arms,Guesser said: How does the object relate to other objects in the competitive setting?,0.00349100427833271
arms,Guesser said: My guess is that the object is a boxing glove.?,0.006039313133914703
arms,Guesser said: What is the object's relationship to the human body?,0.011449771654456598
arms,Guesser said: My guess is that the object is an arm.?,0.0032622016250201114
artifact,Guesser said: What is the general shape of the object that you are thinking of?,0.0003777416597863237
artifact,Guesser said: What is the purpose of the object that you are thinking of?,0.0008704463255178041
artifact,Guesser said: What is the size of the object that you are thinking of?,3.699176193450171e-05
artifact,Guesser said: How does the object relate to other objects?,0.0033078279227982677
artifact,Guesser said: What is the surface texture of the object that you are thinking of?,3.699176193450171e-05
artifact,Guesser said: What is the object that you are thinking of?,0.002319740327580533
artifact,Guesser said: How does the artifact interact with its environment?,0.0032622016250201114
ashcan,Guesser said: What is the general shape of the object?,3.699176193450171e-05
ashcan,Guesser said: What is the object used for?,3.699176193450171e-05
ashcan,Guesser said: What is the material the object is made of?,0.009511742638562026
ashcan,Guesser said: What is the environment the object is typically found in?,0.0033078279227982677
ashcan,Guesser said: What is the size of the object?,0.00349100427833271
ashcan,Guesser said: I'm going to take a guess that the object is an ashtray.?,0.006039313133914703
ashcan,Guesser said: How does the object hold the ashes?,3.699176193450171e-05
ashcan,Guesser said: What is the color of the object?,0.00010561710000800417
ashcan,Guesser said: I'm going to take a guess that the object is a metal urn.?,0.006039313133914703
ashcan,Guesser said: What is the weight of the object?,3.699176193450171e-05
ashcan,Guesser said: How does the object keep the ashes from spilling out?,3.699176193450171e-05
ashcan,Guesser said: I'm going to take a guess that the object is a metal cremation urn.?,0.006039313133914703
ashcan,Guesser said: What is the size of the object in inches?,0.00010561710000800417
ashcan,Guesser said: I'm going to take a guess that the object is a metal funeral urn.?,0.006039313133914703
ashcan,Guesser said: What is the texture of the object's surface?,0.00010240538994210624
ashcan,Guesser said: I'm going to take a guess that the object is a metal vase urn.?,0.006039313133914703
ashcan,Guesser said: What is the style of the object?,0.0032622016250201114
ashcan,Guesser said: I'm going to take a guess that the object is a metal container for holding ashes.?,0.0032622016250201114
ashtray,Guesser said: What is the object's general shape?,0.0038311084773070547
ashtray,Guesser said: How is the object typically used?,5.296363719153874e-05
ashtray,Guesser said: What material is the object made of?,6.877913266478686e-05
ashtray,Guesser said: I guess the object is an ashtray.?,0.0032622016250201114
asphalt,Guesser said: What does the object look like?,3.699176193450171e-05
asphalt,Guesser said: What is the object used for?,0.00349100427833271
asphalt,Guesser said: What is the object made of?,0.000200052537504547
asphalt,Guesser said: What is the texture of the object?,7.03788569040853e-05
asphalt,Guesser said: How does the texture of the object change when it is exposed to heat?,7.412766994718822e-05
asphalt,Guesser said: How is the object typically applied to a surface?,0.00010561710000800417
asphalt,Guesser said: What is the approximate weight of the object?,0.0033078279227982677
asphalt,Guesser said: I guess the object is asphalt. ?,5.296363719153874e-05
awning,Guesser said: What is the object's general shape?,3.699176193450171e-05
awning,Guesser said: How is the object typically used?,3.699176193450171e-05
awning,Guesser said: What is the object's size?,3.699176193450171e-05
awning,Guesser said: What is the object's typical environment?,0.003853242887256414
awning,Guesser said: What is the object made of?,3.699176193450171e-05
awning,Guesser said: How does the object relate to other objects?,0.00349100427833271
awning,Guesser said: What is the object's primary function in relation to the building or window it is attached to?,0.0033078279227982677
awning,Guesser said: What are the object's common colors?,3.699176193450171e-05
awning,Guesser said: I believe the object is an awning.?,0.0032622016250201114
axe,Guesser said: What is the object's primary function?,3.699176193450171e-05
axe,Guesser said: What does the object look like?,3.699176193450171e-05
axe,Guesser said: What is the metal head made of?,0.00393499485756621
axe,Guesser said: How is the metal head attached to the handle?,3.699176193450171e-05
axe,Guesser said: What is the object used to chop?,0.0032622016250201114
axe,Guesser said: What is the object's size?,0.00010561710000800417
axe,Guesser said: I'm going to take a guess that the object is an axe. ?,5.296363719153874e-05
backboard,Guesser said: What is the general shape of the object?,0.002319740327580533
backboard,Guesser said: What is the object used for?,3.699176193450171e-05
backboard,Guesser said: What is the size of the object?,0.00010561710000800417
backboard,Guesser said: What material is the object made of?,0.00349100427833271
backboard,Guesser said: What sport is the object used for?,0.003209710792546616
backboard,Guesser said: What is the weight of the object?,0.0033078279227982677
backboard,Guesser said: I'm going to take a guess that the object is a basketball backboard.?,0.0032622016250201114
backpack,Guesser said: What does the object look like?,5.296363719153874e-05
backpack,Guesser said: What is the object used for?,0.008752066555786087
backpack,Guesser said: What material is the object made of?,3.699176193450171e-05
backpack,Guesser said: What kind of things does the object typically carry?,0.0033078279227982677
backpack,Guesser said: What does the object smell like?,0.0017007112094677979
backpack,Guesser said: I think the object is a backpack.?,0.0032622016250201114
bag,Guesser said: What is the general shape of the object?,3.699176193450171e-05
bag,Guesser said: What is the object used for?,0.008752066555786087
bag,Guesser said: How big is the object?,0.0033078279227982677
bag,Guesser said: How does the object relate to other objects?,7.03788569040853e-05
bag,Guesser said: What material is the object made of?,3.699176193450171e-05
bag,Guesser said: I'm going to guess that the object is a bag.?,0.0032622016250201114
bagpipe,Guesser said: What is the general shape of the object?,3.699176193450171e-05
bagpipe,Guesser said: What is the purpose of the object?,3.699176193450171e-05
bagpipe,Guesser said: What material is the object made of?,7.03788569040853e-05
bagpipe,Guesser said: How is the music produced?,0.00010561710000800417
bagpipe,Guesser said: I think the object is a clarinet. ?,5.296363719153874e-05
bagpipe,uesser said: What is the typical size of the object?,0.002554666483717938
bagpipe,uesser said: How does the object relate to other objects that produce music?,0.0004123626848944184
bagpipe,esser said: How does the musician interact with the object to produce music?,0.0033078279227982677
bagpipe,uesser said: What is the color of the object?,0.006458623530495089
bagpipe,esser said: I think the object is a saxophone.?,0.006039313133914703
bagpipe,sser said: How does the object differ from other objects that are similar in shape and purpose?,3.699176193450171e-05
bagpipe,esser said: I think the object is a bagpipe. ?,5.296363719153874e-05
ball,Guesser said: What is the general size of the object?,0.00349100427833271
ball,Guesser said: What is the primary function of the object?,3.699176193450171e-05
ball,Guesser said: What is the shape of the object?,0.0002465588152880116
ball,Guesser said: How is the object used?,3.699176193450171e-05
ball,Guesser said: What is the texture of the object?,0.007047757508363617
ball,Guesser said: How does the object relate to other objects?,3.699176193450171e-05
ball,Guesser said: What is the color of the object?,3.699176193450171e-05
ball,Guesser said: How does the object relate to a person?,0.00349100427833271
ball,Guesser said: What is the weight of the object?,0.0033078279227982677
ball,Guesser said: I think the object is a baseball.?,0.0032622016250201114
balloon,Guesser said: What is the general shape of the object?,0.0002465588152880116
balloon,Guesser said: What is the purpose of the object?,0.006122957463542633
balloon,Guesser said: What size is the object?,0.00349100427833271
balloon,Guesser said: How is the object typically used?,0.006122957463542633
balloon,Guesser said: What is the object made of?,0.0014786365635206522
balloon,Guesser said: I think the object is a rubber ball.?,0.006039313133914703
balloon,Guesser said: What is the object's surface like?,0.007047757508363617
balloon,Guesser said: How is the object used for entertainment?,0.00010561710000800417
balloon,Guesser said: What is the object's color?,0.004308095788575272
balloon,Guesser said: How does the object make people feel?,0.002814484227727121
balloon,Guesser said: I think the object is a red rubber balloon.?,0.0032622016250201114
bandage,Guesser said: What is the general shape of the object you are thinking of?,0.002554666483717938
bandage,Guesser said: What is the object used for?,0.0033078279227982677
bandage,Guesser said: What material is the object made of?,0.00349100427833271
bandage,Guesser said: How is the object applied to the wound?,3.699176193450171e-05
bandage,Guesser said: I'm going to take a guess that the object is a band-aid. ?,5.296363719153874e-05
bandanna,Guesser said: What is the size of the object you are thinking of?,3.699176193450171e-05
bandanna,Guesser said: How does the object you are thinking of relate to people?,0.016886517419802516
bandanna,Guesser said: What is the object's purpose?,0.00349100427833271
bandanna,Guesser said: What material is the object made of?,3.699176193450171e-05
bandanna,Guesser said: I'm going to guess that the object you are thinking of is a scarf.?,0.0032622016250201114
banjo,Guesser said: What does the object look like?,0.0003777416597863237
banjo,Guesser said: How is the object typically used?,3.699176193450171e-05
banjo,Guesser said: What material is the object made of?,0.011257247851879981
banjo,Guesser said: What is the cultural significance of the object?,5.296363719153874e-05
banjo,Guesser said: What does the object's surface look like?,0.0002465588152880116
banjo,Guesser said: How is the object typically obtained?,0.0017007112094677979
banjo,Guesser said: What is the object's size?,0.002554666483717938
banjo,Guesser said: My guess is that the object is a guitar. ?,5.296363719153874e-05
banjo,uesser said: What is the object's shape like from the side?,0.000200052537504547
banjo,uesser said: What is the object's purpose in a social setting?,0.0033078279227982677
banjo,esser said: What is the object's weight?,0.0033078279227982677
banjo,uesser said: How does the object relate to other objects in its category?,0.002319740327580533
banjo,esser said: What is the object's age?,0.00010561710000800417
banjo,sser said: My guess is that the object is a banjo. ?,5.296363719153874e-05
banner,Guesser said: What is the size of the object you are thinking of?,3.699176193450171e-05
banner,Guesser said: How does the object relate to people?,7.03788569040853e-05
banner,Guesser said: What is the texture of the object you are thinking of?,3.699176193450171e-05
banner,Guesser said: What is the function of the object?,5.296363719153874e-05
banner,Guesser said: What is the shape of the object you are thinking of?,0.00010240538994210624
banner,Guesser said: I'm going to take a guess that the object is a flag.?,0.0032622016250201114
barbell,Guesser said: What is the general shape of the object?,0.0009559356877364422
barbell,Guesser said: What is the purpose of the object?,0.0003777416597863237
barbell,Guesser said: What are the weights on the end of the object made of?,0.009511742638562026
barbell,Guesser said: How does one use the object?,0.0033078279227982677
barbell,Guesser said: What are the typical environments in which the object is used?,0.00016403434629452818
barbell,Guesser said: What is the texture of the object?,0.00010240538994210624
barbell,Guesser said: I am going to guess that the object is a barbell. ?,5.296363719153874e-05
barbwire,Guesser said: What does the object look like?,0.002554666483717938
barbwire,Guesser said: What is the object used for?,3.699176193450171e-05
barbwire,Guesser said: What material is the object made of?,0.009511742638562026
barbwire,Guesser said: How is the object typically deployed?,0.00019399675089459834
barbwire,Guesser said: What is the texture of the object?,7.03788569040853e-05
barbwire,Guesser said: I'm going to take a guess that the object is a razor wire. ?,5.296363719153874e-05
barbwire,uesser said: How does the object prevent access to certain areas?,5.296363719153874e-05
barbwire,uesser said: What is the object's typical environment?,0.0117258031118741
barbwire,esser said: How does weather affect the object?,3.699176193450171e-05
barbwire,uesser said: I'm going to take a guess that the object is a barbed wire.?,0.0032622016250201114
baseboard,Guesser said: What is the general shape of the object?,0.002554666483717938
baseboard,Guesser said: What is the object used for?,0.00349100427833271
baseboard,Guesser said: What material is the object made of?,0.011257247851879981
baseboard,Guesser said: How is the object made?,7.03788569040853e-05
baseboard,Guesser said: What is the typical length of the object?,0.00010561710000800417
baseboard,Guesser said: How does the object relate to other objects in the same environment?,0.000200052537504547
baseboard,Guesser said: What are some other objects that the object interacts with?,0.00010561710000800417
baseboard,Guesser said: I'm going to take a guess that the object is a baseboard. ?,5.296363719153874e-05
basin,Guesser said: What is the general size of the object?,3.699176193450171e-05
basin,Guesser said: How is the object typically used?,3.699176193450171e-05
basin,Guesser said: What is the shape of the object?,0.0038311084773070547
basin,Guesser said: What is the object used for in a typical day?,3.699176193450171e-05
basin,Guesser said: What is the object made of?,0.0008884900270622609
basin,Guesser said: What is the object's primary function?,3.699176193450171e-05
basin,Guesser said: I think the object is a sink.?,0.006039313133914703
basin,Guesser said: How does the object dispense the water it holds?,0.0033078279227982677
basin,Guesser said: What is the typical location of the object?,0.0023879685386880567
basin,Guesser said: Is that a sufficient answer to the question?,0.006039313133914703
basin,Guesser said: What is the typical location of the object in a house?,3.699176193450171e-05
basin,Guesser said: How is water typically put into the object?,0.007047757508363617
basin,Guesser said: I think the object is a bathtub.?,0.006039313133914703
basin,Guesser said: What is the object's depth?,5.296363719153874e-05
basin,Guesser said: I think the object is a bowl.?,0.006039313133914703
basin,Guesser said: What is the object's width?,3.699176193450171e-05
basin,Guesser said: I think the object is a large ceramic planter.?,0.006039313133914703
basin,Guesser said: What is the object's height?,0.00010561710000800417
basin,Guesser said: I think the object is a ceramic sink.?,0.006039313133914703
basin,Guesser said: What is the object's color?,3.699176193450171e-05
basin,Guesser said: How does the object relate to washing?,3.699176193450171e-05
basin,Guesser said: What is the object's texture?,3.699176193450171e-05
basin,Guesser said: I think the object is a toilet.?,0.006039313133914703
basin,Guesser said: What is the object's volume?,3.699176193450171e-05
basin,Guesser said: I think the object is a large ceramic vase.?,0.006039313133914703
basin,Guesser said: How does the object get emptied?,0.0033078279227982677
basin,Guesser said: What is the object's weight?,0.0033078279227982677
basin,Guesser said: I think the object is a large ceramic basin.?,0.0032622016250201114
basket,Guesser said: What is the general shape of the object?,0.002319740327580533
basket,Guesser said: What is the object used for?,0.008752066555786087
basket,Guesser said: What size is the object?,0.00010561710000800417
basket,Guesser said: How does the object relate to other objects?,7.03788569040853e-05
basket,Guesser said: What is the object made of?,3.699176193450171e-05
basket,Guesser said: I'm going to take a guess that the object is a picnic basket.?,0.0032622016250201114
bassinet,Guesser said: What is the size of the object?,0.002554666483717938
bassinet,Guesser said: How is the object used?,0.0002006932175575571
bassinet,Guesser said: What is the object made of?,7.03788569040853e-05
bassinet,Guesser said: What is the object's purpose in the context of a baby?,0.0003777416597863237
bassinet,Guesser said: What is the shape of the object?,0.00013354837052048651
bassinet,Guesser said: How does the object support the baby's head and neck?,5.296363719153874e-05
bassinet,Guesser said: What is the color of the object?,3.699176193450171e-05
bassinet,Guesser said: I guess the object is a crib. ?,5.296363719153874e-05
bassinet,uesser said: What is the texture of the fabric of the object?,0.00013029874063619218
bassinet,uesser said: How does the object allow the baby to be transported?,0.0017007112094677979
bassinet,esser said: I guess the object is a stroller. ?,5.296363719153874e-05
bassinet,sser said: What is the style of the fabric of the object?,0.00010561710000800417
bassinet,esser said: What is the object's relationship to the baby's daily routine?,3.699176193450171e-05
bassinet,ser said: I guess the object is a baby carriage.?,0.006039313133914703
bassinet,ser said: What is the object's relationship to the baby's bedroom?,0.0014786365635206522
bassinet,r said: I guess the object is a bassinet.?,0.0032622016250201114
bath,Guesser said: What is the general shape of the object that you are thinking of?,0.00010240538994210624
bath,Guesser said: How is the object typically used?,3.699176193450171e-05
bath,Guesser said: What is the size of the object that you are thinking of?,3.699176193450171e-05
bath,Guesser said: What is the social context in which the object is typically found?,3.699176193450171e-05
bath,Guesser said: What material is the object made of?,0.0005015217903761027
bath,Guesser said: I think the object you are thinking of is a bathtub. ?,5.296363719153874e-05
bathrobe,Guesser said: What is the general shape of the object that you are thinking of?,3.699176193450171e-05
bathrobe,Guesser said: How is the object you are thinking of typically used?,0.002319740327580533
bathrobe,Guesser said: What is the object made of?,5.296363719153874e-05
bathrobe,Guesser said: I'm going to take a guess that the object you are thinking of is a bathrobe.?,0.0032622016250201114
bathtub,Guesser said: What is the general shape of the object?,0.00010240538994210624
bathtub,Guesser said: What is the object's primary function?,7.03788569040853e-05
bathtub,Guesser said: What is the object made of?,0.0007107794928273847
bathtub,Guesser said: I'm going to take a guess that the object is a bathtub.?,0.0032622016250201114
baton,Guesser said: What is the general size of the object that you are thinking of?,0.00010561710000800417
baton,Guesser said: How is the object typically used by people?,0.00010561710000800417
baton,Guesser said: What kind of material is the object made of?,7.03788569040853e-05
baton,Guesser said: How does the object relate to other objects in its environment?,3.699176193450171e-05
baton,Guesser said: What is the shape of the object?,0.002554666483717938
baton,Guesser said: I'm going to take a guess that the object you are thinking of is a baton. ?,5.296363719153874e-05
bayonet,Guesser said: What is the general shape of the object?,0.007047757508363617
bayonet,Guesser said: What is the object typically used for?,0.0002902674982792064
bayonet,Guesser said: What material is the handle of the object made of?,3.699176193450171e-05
bayonet,Guesser said: How is the object typically stored when not in use?,0.0023879685386880567
bayonet,Guesser said: What is the typical length of the object?,3.699176193450171e-05
bayonet,Guesser said: What is the color of the object?,0.00010240538994210624
bayonet,Guesser said: What is the environment in which the object is typically used?,0.021362219442202957
bayonet,Guesser said: What is my first guess of the object?,3.699176193450171e-05
bayonet,Guesser said: How does the sharp point of the object function in its use for combat?,0.007047757508363617
bayonet,Guesser said: I guess the object is a bayonet.?,0.0032622016250201114
bead,Guesser said: What is the general size of the object you are thinking of?,0.00010561710000800417
bead,Guesser said: What is the object used for?,0.00010561710000800417
bead,Guesser said: What is the object made of?,3.699176193450171e-05
bead,Guesser said: I think the object you are thinking of is a small plastic flower.?,0.006039313133914703
bead,Guesser said: What is the typical color of the object?,0.002319740327580533
bead,Guesser said: How is the object used for decoration?,3.699176193450171e-05
bead,Guesser said: I think the object you are thinking of is a small blue plastic bead. ?,0.0032622016250201114
beaker,Guesser said: What is the general shape of the object?,3.699176193450171e-05
beaker,Guesser said: What is the object used for?,3.699176193450171e-05
beaker,Guesser said: What size is the object?,3.699176193450171e-05
beaker,Guesser said: How does the object relate to people's daily lives?,0.002319740327580533
beaker,Guesser said: What is the object made of?,0.0048561983577997125
beaker,Guesser said: How does the object make people's lives easier?,0.002319740327580533
beaker,Guesser said: I'm going to take a guess that the object is a measuring cup.?,0.006039313133914703
beaker,Guesser said: What are some common features of the object?,3.699176193450171e-05
beaker,Guesser said: What is the history of the object?,7.412766994718822e-05
beaker,Guesser said: How is the object used in laboratories?,3.699176193450171e-05
beaker,Guesser said: What is the typical color of the object?,0.002319740327580533
beaker,Guesser said: How does the object help with experiments?,0.002319740327580533
beaker,Guesser said: I'm going to take a guess that the object is a beaker.?,0.0032622016250201114
beanie,Guesser said: What is the general shape of the object you are thinking of?,0.0003777416597863237
beanie,Guesser said: How is the object you are thinking of used by people?,0.0033078279227982677
beanie,Guesser said: What material is the object made of?,3.699176193450171e-05
beanie,Guesser said: What is the object you are thinking of?,0.00010062211186223635
beanie,Guesser said: How does the object you are thinking of differ from a beanie?,0.0032622016250201114
bed,Guesser said: What is the general shape of the object?,0.00010240538994210624
bed,Guesser said: What is the object's primary function?,3.699176193450171e-05
