secret,turn_index,question,label
apron,33,"Is the object you are thinking of something that is used to serve or dispense a specific type of food, such as a bread basket or cheese board?",Closed
apron,34,"Is the object you are thinking of something that is used to serve or hold a beverage, such as a coffee carafe or tea infuser?",Closed
apron,35,"Is the object you are thinking of something that is used to serve or hold a dessert, such as a cake stand or dessert plate?",Closed
apron,36,Is the object you are thinking of a Lazy Susan?,Closed
apron,37,Is the object you are thinking of a buffet server or warming tray?,Closed
apron,38,Is the object you are thinking of a food cart or serving cart?,Closed
apron,39,Is the object you are thinking of a banquet table or dining table?,Closed
apron,40,Is the object you are thinking of a high chair or booster seat?,Closed
apron,41,"Is the object you are thinking of something that is used to facilitate eating or drinking for people with disabilities, such as a adaptive utensil or cup?",Closed
apron,42,"Is the object you are thinking of something that is used to serve food or drinks in a specific cultural or traditional context, such as a sushi mat or fondue set?",Closed
apron,43,"Is the object you are thinking of something that is used to serve or hold snacks, such as a snack bowl or chip and dip set?",Closed
apron,44,"Is the object you are thinking of something that is used to serve or hold condiments, such as a condiment caddy or mustard dispenser?",Closed
apron,45,"Is the object you are thinking of something that is used to serve or hold garnishes, such as a garnish tray or lemon wedge holder?",Closed
apron,46,Is the object you are thinking of a gravy boat?,Closed
apron,47,"Is the object you are thinking of a pitcher that is used to serve a specific type of beverage, such as a water pitcher or juice pitcher?",Closed
apron,48,"Is the object you are thinking of a container that is used to serve or hold a specific type of food, such as a bread box or cookie jar?",Closed
apron,49,"Is the object you are thinking of something that is used to serve or hold a type of food that is typically served at a specific time of day, such as a breakfast server or brunch platter?",Closed
apron,50,"Is the object you are thinking of something that is used to serve or hold a type of food that is typically served in a specific location, such as a picnic basket or tailgating grill?",Closed
armchair,1,Is the object you are thinking of something that can be held in your hand?,Closed
armchair,2,Is the object you are thinking of man-made?,Closed
armchair,3,Is the object you are thinking of something that can be found indoors?,Closed
armchair,4,Is the object you are thinking of related to furniture?,Closed
armchair,5,Is the object you are thinking of a chair?,Closed
armchair,6,Is the object you are thinking of made of wood?,Closed
armchair,7,Is the object you are thinking of an oak chair?,Closed
armchair,8,Is the object you are thinking of a pine chair?,Closed
armchair,9,Is the object you are thinking of a maple chair?,Closed
armchair,10,Is the object you are thinking of a cedar chair?,Closed
armchair,11,Is the object you are thinking of a cherry chair?,Closed
armchair,12,Is the object you are thinking of a walnut chair?,Closed
armchair,13,Is the object you are thinking of a beech chair?,Closed
armchair,14,Is the object you are thinking of a birch chair?,Closed
armchair,15,Is the object you are thinking of an ash chair?,Closed
armchair,16,Is the object you are thinking of an elm chair?,Closed
armchair,17,Is the object you are thinking of a hickory chair?,Closed
armchair,18,Is the object you are thinking of a teak chair?,Closed
armchair,19,Is the object you are thinking of a mahogany chair?,Closed
armchair,20,Is the object you are thinking of an eucalyptus chair?,Closed
armchair,21,Is the object you are thinking of an aspen chair?,Closed
armchair,22,Is the object you are thinking of a poplar chair?,Closed
armchair,23,Is the object you are thinking of a cypress chair?,Closed
armchair,24,Is the object you are thinking of a redwood chair?,Closed
armchair,25,Is the object you are thinking of a spruce chair?,Closed
armchair,26,Is the object you are thinking of a fir chair?,Closed
armchair,27,Is the object you are thinking of a willow chair?,Closed
armchair,28,Is the object you are thinking of a sycamore chair?,Closed
armchair,29,What type of wood is the object you are thinking of made of?,Open
armchair,30,What is the object you are thinking of made of?,Open
armchair,31,Is the object you are thinking of an upholstered chair?,Closed
armchair,32,Is the object you are thinking of a leather chair?,Closed
armchair,33,Is the object you are thinking of a recliner?,Closed
armchair,34,Is the object you are thinking of a sofa?,Closed
armchair,35,Is the object you are thinking of a loveseat?,Closed
armchair,36,Is the object you are thinking of a desk chair?,Closed
armchair,37,Is the object you are thinking of a dining chair?,Closed
armchair,38,Is the object you are thinking of an armchair?,Closed
armoire,1,Is the object you are thinking of something that can be held in your hand?,Closed
armoire,2,Is the object you are thinking of man-made?,Closed
armoire,3,Is the object you are thinking of something that can be found indoors?,Closed
armoire,4,Is the object you are thinking of related to furniture?,Closed
armoire,5,Is the object you are thinking of a chair?,Closed
armoire,6,Is the object you are thinking of a table?,Closed
armoire,7,Is the object you are thinking of a bed?,Closed
armoire,8,Is the object you are thinking of a desk?,Closed
armoire,9,Is the object you are thinking of a dresser or a bookshelf?,Closed
armoire,10,Is the object you are thinking of a television?,Closed
armoire,11,Is the object you are thinking of a refrigerator?,Closed
armoire,12,Is the object you are thinking of a door?,Closed
armoire,13,Is the object you are thinking of a window?,Closed
armoire,14,Is the object you are thinking of a wall?,Closed
armoire,15,Is the object you are thinking of a floor?,Closed
armoire,16,Is the object you are thinking of a ceiling?,Closed
armoire,17,Is the object you are thinking of a light fixture?,Closed
armoire,18,Is the object you are thinking of a curtain or a blind?,Closed
armoire,19,Is the object you are thinking of a rug?,Closed
armoire,20,Is the object you are thinking of a mirror?,Closed
armoire,21,Is the object you are thinking of a picture frame?,Closed
armoire,22,Is the object you are thinking of a clock?,Closed
armoire,23,Is the object you are thinking of a closet?,Closed
armoire,24,Is the object you are thinking of a closet organizer system?,Closed
armoire,25,"Is the object you are thinking of the closet itself, rather than something inside the closet?",Closed
armoire,26,Is the object you are thinking of a walk-in closet?,Closed
armoire,27,Is the object you are thinking of a reach-in closet?,Closed
armoire,28,Is the object you are thinking of a linen closet?,Closed
armoire,29,Is the object you are thinking of a coat closet?,Closed
armoire,30,Is the object you are thinking of a pantry closet?,Closed
armoire,31,Is the object you are thinking of a broom closet?,Closed
armoire,32,Is the object you are thinking of a storage closet?,Closed
armoire,33,Is the object you are thinking of a utility closet?,Closed
armoire,34,Is the object you are thinking of a laundry closet?,Closed
armoire,35,Is the object you are thinking of a medicine cabinet closet?,Closed
armoire,36,Is the object you are thinking of a built-in closet?,Closed
armoire,37,Is the object you are thinking of a portable closet?,Closed
armoire,38,Is the object you are thinking of a portable closet organizer system?,Closed
armoire,39,Is the object you are thinking of a garment bag?,Closed
armoire,40,Is the object you are thinking of an armoire?,Closed
armor,1,Is the object you are thinking of something that can be held in your hand?,Closed
armor,2,Is the object you are thinking of man-made?,Closed
armor,3,Is the object you are thinking of something that can be found indoors?,Closed
armor,4,Is the object you are thinking of made primarily of metal?,Closed
armor,5,Is the object you are thinking of a machine or device that serves a specific purpose or function?,Closed
armor,6,Is the object you are thinking of a piece of furniture?,Closed
armor,7,Is the object you are thinking of something that can be found in a kitchen?,Closed
armor,8,Is the object you are thinking of something that can be found in a bedroom?,Closed
armor,9,Is the object you are thinking of a decoration or a work of art?,Closed
armor,10,"Is the object you are thinking of something that serves a structural purpose, such as a beam or a column?",Closed
armor,11,Is the object you are thinking of related to heating or cooling?,Closed
armor,12,Is the object you are thinking of something that can be found in a bathroom?,Closed
armor,13,Is the object you are thinking of something that can be found in a living room?,Closed
armor,14,Is the object you are thinking of a type of metal pipe or tubing?,Closed
armor,15,Is the object you are thinking of something that can be found in a laundry room or a utility room?,Closed
armor,16,Is the object you are thinking of something that can be found in a garage or a workshop?,Closed
armor,17,Is the object you are thinking of a tool?,Closed
armor,18,Is the object you are thinking of something that is used for storage?,Closed
armor,19,Is the object you are thinking of something that is used for organization?,Closed
armor,20,Is the object you are thinking of a vehicle or a part of a vehicle?,Closed
armor,21,Is the object you are thinking of something that is used for a recreational or entertainment purpose?,Closed
armor,22,Is the object you are thinking of something that is used for a functional or practical purpose in a garage or workshop?,Closed
armor,23,Is the object you are thinking of something that is mounted on a wall in a garage or workshop?,Closed
armor,24,Is the object you are thinking of something that is freestanding in a garage or workshop?,Closed
armor,25,Is the object you are thinking of something that is typically found on the floor in a garage or workshop?,Closed
armor,26,Is the object you are thinking of something that is typically found on a workbench in a garage or workshop?,Closed
armor,27,Is the object you are thinking of something that is typically found on a shelf in a garage or workshop?,Closed
armor,28,Is the object you are thinking of something that is typically found in a corner of a garage or workshop?,Closed
armor,29,Is the object you are thinking of something that is used to hold or support something else in a garage or workshop?,Closed
armor,30,Is the object you are thinking of something that is related to a specific task or activity that is commonly performed in a garage or workshop?,Closed
armor,31,"Is the object you are thinking of something that is made of a heavy metal, such as lead or iron?",Closed
armor,32,Is the object you are thinking of a weight or a heavy metal block?,Closed
armor,33,Is the object you are thinking of something that is used to anchor or secure something else in a garage or workshop?,Closed
armor,34,Is the object you are thinking of something that is used to protect or shield something else in a garage or workshop?,Closed
armor,35,Is the object you are thinking of a metal shield or a guard?,Closed
armor,36,Is the object you are thinking of a metal guard or shield used to protect a person or an object from harm in a garage or workshop?,Closed
armor,37,Is the object you are thinking of a metal shield or guard used to protect a machine or a device from damage in a garage or workshop?,Closed
armor,38,Is the object you are thinking of a metal shield or guard used to protect a specific area or surface in a garage or workshop?,Closed
armor,39,"Is the object you are thinking of a metal shield or guard used to protect against a specific hazard or danger in a garage or workshop, such as sparks or flames?",Closed
armor,40,"Is the object you are thinking of a metal shield or guard used to protect against a specific type of object or material in a garage or workshop, such as sharp edges or heavy objects?",Closed
armor,41,"Is the object you are thinking of a metal shield or guard used to protect against a specific type of energy or force in a garage or workshop, such as heat or vibration?",Closed
armor,42,"Is the object you are thinking of a metal shield or guard used to protect a specific type of equipment or machinery in a garage or workshop, such as a drill press or a saw?",Closed
armor,43,"Is the object you are thinking of a metal shield or guard used to protect a specific type of vehicle or machinery in a garage or workshop, such as a car or a motorcycle?",Closed
armor,44,"Is the object you are thinking of a metal shield or guard used to protect a specific type of electrical equipment or device in a garage or workshop, such as a generator or a power tool?",Closed
armor,45,"Is the object you are thinking of a metal shield or guard used to protect a specific type of fuel or chemical in a garage or workshop, such as gasoline or oil?",Closed
armor,46,Is the object you are thinking of a fire shield or a heat shield?,Closed
armor,47,Is the object you are thinking of a spark guard?,Closed
armor,48,Is the object you are thinking of a metal shield or guard used to protect against radiation in a garage or workshop?,Closed
armor,49,Is the object you are thinking of a metal shield or guard used to protect against electromagnetic interference in a garage or workshop?,Closed
armor,50,Is the object you are thinking of a metal shield or guard used to protect against noise or sound in a garage or workshop?,Closed
arms,1,Is the object you are thinking of something that can be held in your hand?,Closed
arms,2,Is the object man made?,Closed
arms,3,Does the object have buttons or controls?,Closed
arms,4,Does the object require batteries?,Closed
arms,5,Is the object used for entertainment?,Closed
arms,6,Is the object used for a specific task?,Closed
arms,7,Is the object electronic?,Closed
arms,8,Is the object used primarily with the hands?,Closed
arms,9,Is the object used for a task related to food or drink?,Closed
arms,10,Is the object commonly found in an office or workspace?,Closed
arms,11,Is the object a writing instrument?,Closed
arms,12,Is the object used to manipulate or interact with paper?,Closed
arms,13,Is the object used to organize or manage something?,Closed
arms,14,Is the object used to create something?,Closed
arms,15,Is the object an artistic tool?,Closed
arms,16,Is the object used to create something functional?,Closed
arms,17,Is the object used to create something that serves a specific purpose or function?,Closed
arms,18,Is the object a tool?,Closed
arms,19,Is the object used to create a physical object or structure?,Closed
arms,20,Is the object used in the process of building or assembling something?,Closed
arms,21,Is the object used to shape or mold something?,Closed
arms,22,Is the object used to create a three dimensional object?,Closed
arms,23,Is the object used to create a two dimensional object?,Closed
arms,24,Is the object used to create an object that has moving parts?,Closed
arms,25,Is the object used to create something that can be used by only one person at a time?,Closed
arms,26,Is the object used to create something that is used for personal grooming or hygiene?,Closed
arms,27,Is the object used to create something that serves a purpose for the creator of the object?,Closed
arms,28,Is the object used to create something that is used to perform a task that requires precision?,Closed
arms,29,Is the object a machine?,Closed
arms,30,Is the object used to create something that is used to perform a task that requires precision and is used primarily with the hands?,Closed
arms,31,Is the object used to create something that can be used to perform a task that requires a high level of skill or craftsmanship?,Closed
arms,32,Is the object used to create something that is used to perform a task that requires a moderate level of skill?,Closed
arms,33,Is the object used to create something that is used to perform a task that can be done with little to no training?,Closed
arms,34,Is the object used to create something that is used to perform a task that is done on a daily basis?,Closed
arms,35,Is the object used to create something that is disposable?,Closed
arms,36,I'm going to take a guess that the object you are thinking of is a paperclip.?,Open
arms,37,Is the object you are thinking of made of plastic?,Closed
arms,38,Is the object you are thinking of made of metal?,Closed
arms,39,Is the object you are thinking of used to create something that is used for a specific task related to personal care?,Closed
arms,40,Is the object you are thinking of used to create something that is used for a specific task related to cleaning?,Closed
arms,41,Is the object you are thinking of used to create something that is used for a specific task related to a hobby?,Closed
arms,42,Is the object you are thinking of used to create something that is used for a specific task related to a household chore?,Closed
arms,43,Is the object you are thinking of used to create something that is used for a specific task related to organization?,Closed
arms,44,Is the object you are thinking of used to create something that is used for a specific task related to time keeping?,Closed
arms,45,Is the object you are thinking of used to create something that is used for a specific task related to a daily routine?,Closed
arms,46,Is the object you are thinking of used to create something that is used for a specific task related to eating or drinking?,Closed
arms,47,Is the object you are thinking of used to create something that is used for a specific task related to personal hygiene?,Closed
